t,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
19600.0,0.0003112536,0.0003428024,0.0003774368,0.0004134124,0.0004594362,0.0005137937,0.0005790484,0.0006575759,0.0007515,0.0008610252,0.0009842376,0.001120212,0.001267054,0.001423653,0.00158863,0.001756417,0.001932925,0.002113048,0.002287831,0.002466682
19800.0,0.0003111931,0.0003426651,0.0003771746,0.0004129287,0.0004585142,0.0005121391,0.0005762602,0.0006532353,0.0007453237,0.0008529128,0.0009742348,0.001108412,0.001253529,0.001408384,0.001571652,0.001737799,0.001912669,0.00209121,0.002264535,0.002441951
20001.0,0.0003112008,0.0003425577,0.0003769809,0.0004127324,0.0004581491,0.000511355,0.0005749344,0.000651115,0.0007422254,0.0008485957,0.0009686459,0.001101519,0.001245326,0.001398835,0.001560697,0.001725453,0.001898888,0.002076006,0.002247996,0.002424082
20500.0,0.0003110071,0.000342239,0.0003763737,0.0004114841,0.0004557833,0.0005072596,0.0005680219,0.000640246,0.0007264633,0.0008276288,0.0009425966,0.001070653,0.001209949,0.001358967,0.001516511,0.001677114,0.001846416,0.002019555,0.002187884,0.002360376
20790.0,0.000310927,0.0003420605,0.0003760393,0.0004108798,0.0004546446,0.0005052415,0.000564626,0.0006348936,0.0007186252,0.0008170673,0.0009292739,0.001054643,0.00119141,0.001338012,0.001493071,0.001651342,0.001818307,0.001989184,0.002155429,0.002325869
21001.0,0.0003109308,0.0003419617,0.0003758627,0.0004106973,0.0004543173,0.0005045577,0.0005634817,0.0006330559,0.0007158605,0.0008131675,0.000924072,0.001048089,0.001183491,0.001328726,0.00148239,0.001639257,0.001804777,0.001974209,0.002139094,0.002308174
21500.0,0.0003107558,0.0003416744,0.0003753259,0.0004096255,0.0004523127,0.000501134,0.0005577283,0.0006239274,0.0007023353,0.0007946109,0.0009003552,0.001019385,0.001150112,0.001291002,0.0014403,0.001593073,0.001754517,0.001920013,0.002081276,0.002246804
21780.0,0.0003106852,0.0003415192,0.0003750379,0.0004091229,0.0004513798,0.0004995046,0.0005550068,0.0006196158,0.0006959109,0.0007856868,0.0008887695,0.001005177,0.001133389,0.001271925,0.001418889,0.00156945,0.00172868,0.001892027,0.002051304,0.00221488
22001.0,0.0003106854,0.0003414703,0.0003748753,0.000408928,0.0004510811,0.0004989601,0.0005540159,0.0006180326,0.0006934923,0.0007822102,0.0008840211,0.0009990525,0.001125845,0.001262954,0.001408512,0.001557668,0.001715446,0.001877336,0.002035236,0.002197429
22500.0,0.0003105258,0.0003411668,0.0003743929,0.0004080216,0.0004493723,0.0004960261,0.0005492181,0.0006103991,0.0006820611,0.0007660717,0.0008627786,0.0009727534,0.001094668,0.001227246,0.001368467,0.001513674,0.001667363,0.001825365,0.001979682,0.002138359
22770.0,0.0003104629,0.0003410298,0.0003741467,0.0004075993,0.0004486042,0.0004947025,0.000547028,0.0006069241,0.0006768505,0.0007586792,0.0008529437,0.0009603637,0.00107978,0.001209997,0.001349037,0.001492084,0.00164368,0.001799644,0.001952076,0.002108897
23001.0,0.0003104603,0.0003410267,0.0003739961,0.0004073561,0.0004483294,0.0004942438,0.0005461645,0.0006055589,0.0006747655,0.0007556209,0.0008487178,0.0009547538,0.001072716,0.001201448,0.001339017,0.001480643,0.001630786,0.001785286,0.001936328,0.002091749
23500.0,0.0003103131,0.0003407048,0.0003735627,0.0004066181,0.0004468608,0.000491734,0.000542144,0.0005991835,0.0006651552,0.0007418782,0.0008301424,0.00093105,0.001044013,0.001167982,0.001301186,0.001438691,0.001584856,0.001735505,0.001883006,0.002034951
23760.0,0.0003102567,0.0003405825,0.0003733487,0.0004062607,0.0004462264,0.0004906511,0.0005403768,0.0005963969,0.0006609543,0.0007358487,0.0008219153,0.0009204517,0.00103098,0.001152594,0.001283599,0.001419055,0.001563218,0.001711934,0.001857646,0.002007832
24001.0,0.0003102516,0.0003405728,0.0003732079,0.000406037,0.0004459731,0.0004902358,0.000539667,0.000595214,0.0006591597,0.0007332124,0.0008181565,0.000915429,0.001024492,0.001144578,0.001274046,0.001408024,0.001550706,0.001697953,0.001842266,0.001991039
24500.0,0.0003101146,0.0003402777,0.0003728113,0.0004053802,0.0004446975,0.0004880942,0.0005362304,0.0005898807,0.0006511074,0.0007215935,0.000802188,0.0008945282,0.0009984904,0.001113656,0.001238498,0.001368221,0.001506989,0.001650347,0.001791148,0.001936481
24750.0,0.0003100636,0.0003401685,0.000372623,0.0004050737,0.0004441602,0.000487204,0.0005347953,0.0005876384,0.0006477335,0.0007167179,0.0007954486,0.0008856267,0.0009872962,0.001100163,0.001222792,0.001350526,0.001487302,0.001628819,0.001767925,0.001911587
25001.0,0.0003100565,0.0003401524,0.0003724896,0.0004048657,0.0004439148,0.0004868245,0.0005341987,0.0005866068,0.0006461845,0.0007144464,0.0007922236,0.000881163,0.0009814592,0.001092797,0.001213833,0.001340034,0.001475251,0.001615269,0.001752957,0.0018952
25500.0,0.0003099279,0.0003398803,0.0003721227,0.0004042744,0.0004428028,0.0004849823,0.0005312494,0.00058212,0.000639442,0.0007046707,0.0007786404,0.0008630642,0.0009584374,0.001064697,0.001180921,0.001302761,0.001433717,0.001569859,0.001704038,0.001842865
25740.0,0.0003098815,0.0003397819,0.0003719556,0.0004040094,0.0004423498,0.0004842429,0.0005300761,0.0005803073,0.0006367315,0.0007007468,0.0007731738,0.0008557334,0.0009490101,0.001053073,0.001167143,0.001286975,0.001415967,0.001550354,0.001682849,0.00182009
26001.0,0.0003098726,0.000339762,0.0003718447,0.0004038149,0.0004420415,0.0004838915,0.0005295382,0.0005794703,0.0006353852,0.0006987894,0.0007703924,0.0008518773,0.0009438346,0.001046437,0.001158905,0.001277156,0.001404525,0.001537329,0.001668369,0.00180416
26500.0,0.0003097509,0.000339507,0.0003714863,0.0004032764,0.0004411311,0.0004822877,0.000527017,0.0005756053,0.0006297101,0.0006905849,0.0007589173,0.000836423,0.0009237631,0.001021465,0.001128948,0.00124263,0.001365509,0.001494276,0.001621718,0.001754058
26730.0,0.0003097085,0.0003394179,0.0003713366,0.0004030448,0.0004407469,0.0004816697,0.0005260532,0.0005741304,0.0006275218,0.0006874343,0.0007545086,0.0008304614,0.0009159743,0.001011678,0.001117074,0.001228802,0.001349761,0.001476681,0.001602524,0.001733328
27001.0,0.0003096979,0.0003393948,0.0003712947,0.0004028609,0.0004404593,0.0004813435,0.0005255628,0.0005733978,0.0006263456,0.0006857387,0.0007521147,0.0008271317,0.0009114956,0.001005804,0.001109659,0.001219778,0.001339077,0.001464346,0.001588667,0.001717969
27500.0,0.0003095821,0.0003391539,0.0003708941,0.0004023647,0.0004396447,0.0004799368,0.0005233885,0.0005700937,0.0006215565,0.0006788363,0.0007424377,0.000814021,0.0008942768,0.0009839418,0.001082967,0.001188358,0.001303106,0.001423988,0.001544597,0.001670248
27720.0,0.0003095432,0.0003390727,0.0003707582,0.0004021606,0.0004393149,0.0004794155,0.0005225899,0.0005688896,0.0006197863,0.0006762996,0.0007388927,0.0008092044,0.0008879299,0.0009758288,0.001072968,0.001176467,0.001289342,0.0014084,0.00152741,0.001651534
28001.0,0.0003095311,0.0003390466,0.0003707183,0.0004019848,0.0004390448,0.000479074,0.0005221374,0.0005682292,0.0006188275,0.0006748207,0.0007368219,0.0008063499,0.0008840575,0.0009707341,0.00106642,0.001168391,0.001279558,0.001396955,0.001514366,0.001636927
28500.0,0.0003094201,0.0003388174,0.0003703347,0.0004015237,0.0004383054,0.0004778585,0.0005202379,0.0005653943,0.0006146746,0.0006689864,0.0007286834,0.0007952628,0.0008694008,0.0009519107,0.001042998,0.001140381,0.001246829,0.001359711,0.001473134,0.001591921
28710.0,0.0003093842,0.0003387431,0.0003702114,0.0004013543,0.0004380183,0.0004774148,0.0005195659,0.0005644046,0.0006132329,0.000666938,0.000725836,0.0007913902,0.0008642658,0.0009452909,0.001034705,0.001130377,0.001235028,0.001346185,0.001458005,0.001575264
29001.0,0.0003093708,0.0003387143,0.0003701641,0.0004011855,0.0004377625,0.0004770422,0.0005191444,0.000563803,0.000612375,0.0006656968,0.0007240323,0.0007889235,0.0008609292,0.0009408814,0.001029015,0.001123257,0.001226312,0.001335754,0.001445988,0.001561624
29500.0,0.0003092638,0.0003384949,0.0003698028,0.000400748,0.00043708,0.0004759988,0.000517473,0.0005613488,0.0006088179,0.0006606762,0.0007171485,0.000779567,0.0008485127,0.000924804,0.001008787,0.001098657,0.001197114,0.001302044,0.001408132,0.001519855
29700.0,0.0003092307,0.0003384267,0.0003696905,0.0004005842,0.0004368278,0.0004756193,0.0005169105,0.0005605309,0.0006076369,0.0006590104,0.0007148516,0.0007764551,0.0008443807,0.0009194446,0.001002018,0.001090378,0.001187196,0.001290509,0.001395055,0.00150531
30001.0,0.0003092161,0.0003383954,0.0003696392,0.000400442,0.0004365827,0.0004752687,0.0005165146,0.0005599798,0.0006068611,0.0006579292,0.0007132821,0.0007743093,0.0008414961,0.0009156376,0.000997088,0.001084183,0.001179519,0.001281238,0.001384202,0.001492813
30500.0,0.0003091125,0.000338184,0.0003692941,0.0004000055,0.0004359473,0.0004743189,0.0005150307,0.0005578398,0.0006037892,0.0006536146,0.0007074125,0.0007663803,0.0008309892,0.0009019743,0.0009797635,0.001062919,0.001153893,0.001251239,0.001350014,0.001454564
30690.0,0.0003090819,0.0003381213,0.0003691915,0.0003998579,0.000435724,0.0004739897,0.0005145533,0.0005571565,0.0006028191,0.0006522583,0.0007055542,0.0007638736,0.0008276693,0.0008976601,0.0009742787,0.001056163,0.001145709,0.00124156,0.001338984,0.001442076
31001.0,0.0003090661,0.0003380877,0.0003691367,0.000399776,0.0004354875,0.0004736564,0.0005140958,0.0005566424,0.0006021139,0.000651287,0.0007042313,0.0007619994,0.0008251687,0.000894363,0.0009700176,0.001050787,0.001139019,0.001233414,0.001329366,0.001430898
31500.0,0.0003089654,0.0003378833,0.0003688048,0.0003993035,0.0004348903,0.0004727817,0.0005128394,0.0005547465,0.0005994461,0.0006475717,0.0006991529,0.0007552431,0.0008162347,0.0008827697,0.0009552533,0.001032536,0.001116827,0.001207075,0.00129915,0.001396606
31680.0,0.0003089371,0.0003378255,0.0003687108,0.0003991691,0.0004346915,0.000472494,0.0005124325,0.0005541716,0.0005986433,0.0006464621,0.0006976433,0.0007532195,0.0008135626,0.000879304,0.0009508392,0.001027067,0.001110153,0.001199117,0.001289958,0.001386114
32001.0,0.0003089203,0.0003377897,0.0003686527,0.0003990904,0.0004344614,0.0004721751,0.0005120002,0.000553688,0.0005979892,0.0006455811,0.0006964568,0.0007516354,0.0008113705,0.0008764347,0.0009471425,0.001022412,0.001104342,0.001192008,0.001281519,0.001376231
32500.0,0.0003088221,0.000337591,0.0003683319,0.0003986315,0.0004338953,0.0004713607,0.0005108562,0.0005519959,0.0005956358,0.0006423571,0.0006920784,0.0007457878,0.0008037561,0.0008665667,0.0009345747,0.001006823,0.00108526,0.001169183,0.001255042,0.001345888
32670.0,0.0003087959,0.0003375377,0.0003682515,0.0003985093,0.0004337174,0.0004711076,0.0005105051,0.000551509,0.0005949644,0.0006414446,0.0006908437,0.000744147,0.0008016029,0.0008637797,0.0009310278,0.001002422,0.001079864,0.001162705,0.001247485,0.001337235
33001.0,0.000308778,0.0003374998,0.0003681895,0.0003984238,0.000433492,0.0004707995,0.0005100929,0.0005509681,0.0005943534,0.0006406337,0.0006897711,0.000742731,0.0007997392,0.0008612733,0.000927809,0.0009983753,0.001074821,0.001156524,0.001240116,0.001328559
33500.0,0.0003086819,0.0003373059,0.0003679087,0.000397985,0.0004329514,0.0004700342,0.0005090388,0.0005495144,0.0005922592,0.0006378002,0.0006859718,0.0007376902,0.0007931475,0.0008528378,0.0009170815,0.0009850599,0.001058481,0.001136868,0.001217156,0.001302143
33660.0,0.0003086577,0.0003372568,0.0003678274,0.0003978738,0.0004327915,0.0004698101,0.0005087334,0.0005490996,0.0005916943,0.0006370391,0.0006849603,0.000736355,0.0007914057,0.0008505948,0.0009142322,0.0009815246,0.001054141,0.001131639,0.001211027,0.001295058
34001.0,0.0003086388,0.000337217,0.0003677596,0.000397784,0.0004325726,0.0004695104,0.0005083379,0.0005485826,0.0005911167,0.0006362861,0.0006839792,0.0007350759,0.0007897476,0.0008484496,0.0009114157,0.0009779938,0.001049748,0.001126261,0.001204612,0.001287483
34500.0,0.0003085445,0.0003370272,0.0003674567,0.0003973601,0.0004320975,0.0004687854,0.0005073549,0.0005472557,0.0005892345,0.0006337701,0.000680651,0.0007306968,0.0007840525,0.0008411423,0.0009022223,0.0009665972,0.00103575,0.001109388,0.001184822,0.001264555
34650.0,0.0003085222,0.000336982,0.0003673836,0.000397259,0.0004320259,0.0004685864,0.0005070877,0.0005468988,0.0005887556,0.0006331356,0.000679816,0.0007296066,0.0007826391,0.0008393316,0.0008999328,0.0009637612,0.001032266,0.001105184,0.001179882,0.001258821
35001.0,0.0003085023,0.0003369403,0.0003673173,0.0003971655,0.0004318962,0.000468293,0.000506705,0.0005464044,0.0005881234,0.0006324295,0.0006789066,0.0007284408,0.0007811427,0.0008374165,0.0008975083,0.0009606687,0.001028427,0.001100491,0.001174283,0.001252207
35500.0,0.0003084095,0.000336754,0.000367019,0.0003967539,0.0004312877,0.0004676011,0.0005057801,0.0005451753,0.0005864854,0.0006301761,0.0006759541,0.0007246019,0.00077619,0.0008310973,0.0008895356,0.0009508719,0.001016411,0.001085989,0.00115724,0.00123242
35640.0,0.000308389,0.0003367125,0.0003669523,0.0003966618,0.000431147,0.0004674238,0.0005055451,0.0005448661,0.0005860786,0.0006296432,0.0006752606,0.0007237039,0.0007750394,0.0008296319,0.0008876906,0.0009485952,0.001013621,0.001082621,0.001153273,0.001227813
36001.0,0.0003083682,0.0003366689,0.000366883,0.0003965645,0.0004309915,0.000467135,0.0005051722,0.0005443918,0.0005854765,0.0006289647,0.0006744118,0.0007226271,0.0007736791,0.000827912,0.000885524,0.0009459119,0.001010258,0.001078506,0.001148371,0.001222026
36500.0,0.0003082767,0.0003364856,0.0003665909,0.0003961632,0.0004304363,0.0004664703,0.0005042945,0.0005432438,0.0005839724,0.000626938,0.0006717726,0.000719228,0.0007693397,0.0008224027,0.0008786142,0.0009373977,0.0009998848,0.001066016,0.00113368,0.001204923
36630.0,0.0003082579,0.0003364476,0.0003665301,0.0003960796,0.0004303156,0.0004663122,0.0005040874,0.0005429753,0.0005836239,0.0006264882,0.0006711948,0.000718487,0.0007683997,0.0008212144,0.0008771263,0.0009355673,0.0009976486,0.001063321,0.001130506,0.001201228
37001.0,0.0003082362,0.0003364023,0.0003664577,0.0003959788,0.0004301873,0.0004660263,0.0005037215,0.0005425146,0.0005830439,0.0006257673,0.0006703931,0.0007174843,0.0007671461,0.0008196513,0.0008751776,0.000933165,0.0009947034,0.001059727,0.001126195,0.001196141
37500.0,0.0003081459,0.0003362215,0.0003661711,0.0003955863,0.0004296274,0.0004653838,0.0005028825,0.0005414316,0.0005816426,0.000623972,0.0006680095,0.0007144482,0.0007633044,0.0008148189,0.0008691452,0.0009257652,0.0009856758,0.001048885,0.001113487,0.001181343
37620.0,0.0003081287,0.0003361868,0.0003661159,0.0003955105,0.00042952,0.0004652429,0.0005026998,0.0005411976,0.0005813423,0.000623591,0.0006675255,0.0007138357,0.0007625333,0.000813853,0.000867944,0.0009242936,0.0009838831,0.00104673,0.001110952,0.001178393
38001.0,0.0003081061,0.0003361397,0.0003660406,0.0003954062,0.000429385,0.0004649605,0.0005023397,0.000540748,0.0005807817,0.0006228998,0.0006667071,0.0007128934,0.0007613684,0.0008124143,0.0008661725,0.0009221244,0.0009812418,0.001043542,0.001107178,0.001173923
38500.0,0.0003080169,0.0003359612,0.0003657585,0.000395021,0.0004288449,0.0004643351,0.000501533,0.0005397187,0.0005794655,0.0006212362,0.0006645779,0.0007101581,0.0007579376,0.0008081347,0.00086087,0.0009156519,0.0009733743,0.001034099,0.001096093,0.001161047
38610.0,0.0003080012,0.0003359298,0.0003657086,0.0003949526,0.0004287497,0.0004642096,0.000501372,0.0005395146,0.0005792064,0.0006209115,0.0006641688,0.0007096506,0.0007573044,0.0008073489,0.0008598989,0.000914469,0.0009719391,0.001032378,0.001094072,0.001158697
39001.0,0.0003079778,0.0003358809,0.0003656306,0.0003948449,0.0004286069,0.0004639591,0.0005010161,0.0005390731,0.0005786611,0.0006202444,0.0006633588,0.0007087487,0.0007562125,0.0008060139,0.0008582703,0.0009124989,0.0009695507,0.001029513,0.001090693,0.001154736
39500.0,0.0003078894,0.0003357042,0.0003653523,0.0003944659,0.000428084,0.0004633198,0.0005002355,0.0005380874,0.0005774149,0.0006186888,0.0006614198,0.0007062742,0.0007531363,0.0008022034,0.0008535769,0.0009067912,0.0009626526,0.001021258,0.00108102,0.001143488
39600.0,0.0003078753,0.0003356759,0.0003653074,0.0003944046,0.0004279996,0.0004632083,0.000500094,0.0005379096,0.0005771916,0.0006184122,0.0006610787,0.0007058535,0.0007526166,0.0008015647,0.0008527934,0.0009058415,0.0009615017,0.001019888,0.001079414,0.001141622
40001.0,0.000307851,0.0003356254,0.0003652268,0.0003942936,0.0004278516,0.0004629938,0.0004997412,0.0005374742,0.0005766583,0.0006177667,0.0006603055,0.0007049222,0.0007515835,0.000800317,0.0008512857,0.0009040309,0.0009593233,0.001017291,0.001076368,0.001138066
40500.0,0.0003077634,0.0003354504,0.0003649517,0.0003939199,0.0004273409,0.0004623329,0.0004989819,0.0005365246,0.0005754701,0.0006163017,0.0006585133,0.0007027113,0.000748781,0.0007968868,0.0008471006,0.0008989811,0.000953223,0.00101003,0.001067882,0.001128215
40590.0,0.0003077508,0.0003354251,0.0003649117,0.0003938654,0.0004272665,0.0004622342,0.0004988581,0.0005363704,0.0005752785,0.0006160671,0.000658228,0.0007023614,0.0007483518,0.0007963642,0.0008464685,0.0008982222,0.0009523087,0.001008939,0.001066611,0.001126742
41001.0,0.0003077256,0.0003353729,0.0003648285,0.000393751,0.0004271137,0.0004620355,0.0004985067,0.0005359389,0.000574754,0.0006154408,0.0006574799,0.0007014624,0.0007472876,0.0007951795,0.0008450556,0.000896544,0.0009503117,0.001006565,0.001063839,0.00112352
41500.0,0.0003076387,0.0003351993,0.0003645561,0.0003933819,0.0004266126,0.000461369,0.0004977656,0.0005350193,0.0005736147,0.0006140616,0.0006557899,0.0006993826,0.00074476,0.0007920395,0.0008412662,0.0008920188,0.0009448953,0.001000146,0.001056353,0.001114841
41580.0,0.0003076276,0.000335177,0.0003645209,0.000393334,0.0004265476,0.0004612827,0.0004976583,0.0005348867,0.0005734513,0.0006138651,0.0006555494,0.0006990844,0.000744407,0.0007916126,0.0008407553,0.0008914105,0.0009441696,0.0009992865,0.001055354,0.001113685
42001.0,0.0003076016,0.0003351232,0.0003644352,0.0003932163,0.0004263902,0.0004610775,0.0004973159,0.0005344573,0.0005729334,0.0006132538,0.0006548164,0.0006982127,0.0007433758,0.0007904375,0.0008394136,0.0008898344,0.000942314,0.0009971067,0.001052816,0.001110744
42500.0,0.0003075152,0.0003349508,0.000364165,0.000392851,0.0004258969,0.0004604239,0.0004965821,0.0005335628,0.0005718339,0.0006119364,0.0006532081,0.0006962617,0.0007410338,0.0007875758,0.0008359483,0.0008857238,0.0009374373,0.0009913713,0.001046166,0.001103063
42570.0,0.0003075056,0.0003349314,0.0003641345,0.0003928095,0.0004258408,0.0004603495,0.00049649,0.00053345,0.0005716958,0.0006117709,0.0006530084,0.0006960206,0.0007407465,0.0007872308,0.0008355378,0.0008852385,0.0009368636,0.0009906973,0.001045387,0.001102164
43001.0,0.0003074787,0.000334876,0.0003640462,0.0003926885,0.0004256791,0.0004601386,0.0004961784,0.0005330218,0.0005711821,0.0006111653,0.0006522889,0.0006951724,0.0007397498,0.000786062,0.0008342334,0.0008837391,0.0009351148,0.0009886619,0.001043036,0.00109946
43500.0,0.0003073929,0.0003347047,0.0003637781,0.0003923265,0.0004251922,0.0004594955,0.0004954267,0.0005321479,0.0005701153,0.0006098857,0.0006507522,0.0006933314,0.0007375551,0.0007834424,0.0008310555,0.0008799733,0.0009306798,0.0009834738,0.001037056,0.001092597
43560.0,0.0003073846,0.0003346881,0.000363752,0.0003922912,0.0004251446,0.0004594326,0.000495349,0.0005320535,0.0005700005,0.0006097486,0.0006505884,0.0006931365,0.0007373237,0.0007831676,0.0008307286,0.0008795909,0.0009302287,0.0009829457,0.001036453,0.001091906
44001.0,0.000307357,0.0003346311,0.0003636613,0.0003921671,0.0004249787,0.0004592169,0.0004950608,0.0005316253,0.0005694895,0.0006091456,0.0006498805,0.000692308,0.0007363569,0.0007820409,0.0008294187,0.0008781443,0.000928567,0.0009810234,0.001034253,0.001089386
44500.0,0.0003072716,0.0003344607,0.0003633949,0.0003918079,0.0004244972,0.0004585821,0.0004942956,0.0005307684,0.0005684498,0.0006079038,0.0006484034,0.0006905563,0.0007342839,0.0007795892,0.000826523,0.0008746877,0.0009245008,0.0009762798,0.001028824,0.001083183
44550.0,0.0003072647,0.000334447,0.0003633733,0.0003917787,0.000424458,0.0004585303,0.0004942316,0.0005306913,0.0005683566,0.0006077929,0.0006482722,0.0006904014,0.0007341014,0.0007793741,0.0008262704,0.0008743912,0.0009241558,0.0009758794,0.001028366,0.001082661
45001.0,0.0003072363,0.0003343883,0.0003632802,0.0003916513,0.0004242879,0.0004583097,0.0004939604,0.0005302671,0.0005678467,0.0006071933,0.0006475722,0.000689587,0.0007331573,0.000778281,0.0008250075,0.0008729391,0.0009225515,0.0009740545,0.001026287,0.001080287
45500.0,0.0003071513,0.0003342188,0.0003630152,0.0003912946,0.000423811,0.0004576819,0.0004931848,0.0005294194,0.0005668293,0.0006059842,0.0006461444,0.0006879063,0.0007311837,0.000775967,0.0008222969,0.0008697811,0.000918816,0.0009697105,0.001021317,0.001074628
45540.0,0.0003071458,0.0003342079,0.000362998,0.0003912713,0.0004237798,0.0004576409,0.0004931341,0.0005293588,0.0005667564,0.0006058979,0.000646043,0.0006877873,0.0007310446,0.0007758046,0.0008221072,0.000869561,0.0009185605,0.0009694158,0.001020981,0.001074245
46001.0,0.0003071166,0.0003341476,0.0003629025,0.0003911408,0.0004236057,0.0004574153,0.000492857,0.0005289589,0.0005662464,0.0006053004,0.0006453485,0.0006869829,0.0007301168,0.0007747367,0.0008208806,0.0008681583,0.000916958,0.0009676458,0.001019,0.001072009
46500.0,0.0003070319,0.0003339788,0.0003626388,0.0003907861,0.0004231326,0.0004567936,0.0004920908,0.0005280983,0.0005652478,0.0006041185,0.0006439614,0.0006853607,0.0007282252,0.0007725344,0.0008183211,0.0008651979,0.0009135326,0.0009636507,0.001014436,0.001066824
46530.0,0.0003070278,0.0003339706,0.0003626259,0.0003907688,0.0004231094,0.0004567631,0.0004920532,0.0005280534,0.0005651942,0.0006040552,0.0006438875,0.0006852745,0.000728125,0.0007724182,0.0008181865,0.0008650428,0.0009133541,0.0009634457,0.001014203,0.00106656
47001.0,0.0003069978,0.0003339088,0.000362528,0.0003906351,0.0004229313,0.0004565326,0.0004917694,0.0005276729,0.0005646834,0.0006034583,0.0006431959,0.0006844765,0.0007272088,0.0007713691,0.000816988,0.0008636791,0.0009118042,0.0009616882,0.001012263,0.001064418
47500.0,0.0003069134,0.0003337406,0.0003622654,0.0003902823,0.0004224615,0.000455916,0.0004910116,0.0005268011,0.0005637007,0.000602299,0.000641842,0.000682902,0.0007253843,0.0007692589,0.0008145522,0.000860881,0.0009085887,0.0009580049,0.001008058,0.001059636
47520.0,0.0003069107,0.0003337352,0.0003622568,0.0003902707,0.0004224461,0.0004558958,0.0004909868,0.0005267714,0.0005636656,0.0006022577,0.0006417939,0.0006828462,0.0007253199,0.0007691847,0.0008144667,0.0008607831,0.0009084768,0.0009578773,0.001007914,0.001059473
48001.0,0.0003068798,0.0003336718,0.0003621565,0.0003901339,0.000422264,0.0004556604,0.0004906975,0.0005264165,0.0005631574,0.00060166,0.0006411035,0.0006820523,0.000724412,0.0007681496,0.0008132898,0.0008594508,0.0009069698,0.0009561764,0.001006009,0.001057361
48500.0,0.0003067957,0.0003335041,0.0003618948,0.0003897826,0.0004217969,0.0004550481,0.0004899465,0.0005255251,0.0005621836,0.0006005191,0.0006397768,0.0006805172,0.0007226418,0.0007661156,0.0008109564,0.0008567866,0.0009039289,0.0009527134,0.001002095,0.001052953
48510.0,0.0003067943,0.0003335014,0.0003618906,0.0003897769,0.0004217893,0.0004550381,0.0004899342,0.0005255104,0.0005621663,0.0006004987,0.0006397533,0.00068049,0.0007226104,0.0007660798,0.0008109155,0.00085674,0.0009038759,0.0009526533,0.001002027,0.001052877
49001.0,0.0003067627,0.0003334365,0.0003617879,0.000389637,0.0004216033,0.0004547978,0.0004896391,0.0005251538,0.0005616772,0.0005998994,0.0006390623,0.0006796981,0.0007217076,0.0007650547,0.0008097545,0.0008554312,0.0009024027,0.0009509976,0.00100018,0.00105082
49500.0,0.0003066788,0.0003332693,0.000361527,0.0003892869,0.000421139,0.0004541892,0.0004888936,0.0005242663,0.0005606941,0.0005987735,0.0006377579,0.0006781951,0.0007199813,0.0007630834,0.0008075053,0.0008528762,0.0008995028,0.0009477137,0.0009964796,0.001046691
50001.0,0.0003066464,0.0003332028,0.000361422,0.000389144,0.0004209489,0.0004539441,0.0004885929,0.0005239023,0.0005602208,0.0005981723,0.0006370654,0.0006774038,0.0007190818,0.000762065,0.0008063559,0.0008515853,0.0008980557,0.0009460943,0.0009946796,0.001044695
50490.0,0.000306564,0.0003330387,0.000361166,0.0003888007,0.0004204947,0.0004533485,0.0004878644,0.000523037,0.0005592455,0.0005970775,0.0006358019,0.0006759533,0.0007174237,0.0007601783,0.0008042122,0.0008491621,0.0008953201,0.0009430124,0.0009912315,0.001040854
51001.0,0.0003065308,0.0003329707,0.0003610586,0.0003886547,0.0004203007,0.0004530985,0.000487558,0.0005226665,0.000558791,0.0005964803,0.0006351071,0.0006751607,0.0007165247,0.0007591635,0.0008030709,0.0008478847,0.0008938931,0.000941422,0.0009894694,0.001038905
51480.0,0.0003064499,0.0003328096,0.0003608074,0.000388318,0.0004198559,0.0004525154,0.0004868453,0.0005218216,0.0005578183,0.0005954081,0.0006338806,0.000673757,0.0007149264,0.0007573503,0.0008010197,0.0008455762,0.0008912987,0.0009385127,0.0009862295,0.00103531
52001.0,0.000306416,0.0003327401,0.0003606978,0.0003881689,0.000419658,0.0004522606,0.0004865333,0.0005214448,0.0005573749,0.0005948269,0.0006331829,0.0006729623,0.0007140268,0.0007563367,0.0007998829,0.0008443076,0.0008898861,0.0009369439,0.0009844966,0.0010334
52470.0,0.0003063365,0.0003325819,0.0003604512,0.0003878386,0.0004192219,0.0004516895,0.0004858361,0.0005206191,0.0005564097,0.0005937632,0.0006319897,0.0006716009,0.0007124816,0.0007545891,0.0007979134,0.0008420994,0.0008874147,0.0009341842,0.0009814351,0.001030015
53001.0,0.0003063019,0.0003325109,0.0003603393,0.0003876866,0.0004190202,0.0004514298,0.0004855184,0.0005202358,0.00055596,0.0005931927,0.0006312923,0.0006708028,0.0007115794,0.0007535749,0.0007967786,0.000840836,0.0008860119,0.0009326307,0.0009797231,0.001028134
53460.0,0.0003062238,0.0003323556,0.0003600973,0.0003873625,0.0004185928,0.0004508702,0.0004848356,0.0005194285,0.0005550167,0.0005921396,0.0006301261,0.0006694795,0.0007100814,0.0007518854,0.0007948811,0.0008387161,0.0008836485,0.0009300015,0.0009768163,0.00102493
54001.0,0.0003061884,0.0003322832,0.0003599831,0.0003872075,0.0004183872,0.0004506058,0.0004845124,0.0005190387,0.0005545593,0.0005915803,0.0006294397,0.0006686774,0.0007091759,0.0007508691,0.0007937461,0.0008374551,0.0008822517,0.0009284582,0.0009751197,0.00102307
